DrugBank ID	SIDE EFFECT	MIN	MEAN	MAX	Drug name
DB00188	Hypercalcaemia	2.0	2.0	2.0	Bortezomib
DB00188	Hyperglycaemia	2.0	2.5	3.0	Bortezomib
DB00188	Hypersensitivity	1.0	1.0	1.0	Bortezomib
DB00188	Hypoaesthesia	11.0	11.0	11.0	Bortezomib
DB00188	Hypotension	3.17	8.07375	14.8	Bortezomib
DB00188	Infection	3.63	11.54	20.8	Bortezomib
DB00188	Insomnia	1.32	18.113	27.2	Bortezomib
DB00188	Left ventricular ejection fraction decreased	1.0	1.0	1.0	Bortezomib
DB00188	Mantle cell lymphoma	3.0	19.75	55.0	Bortezomib
DB00188	Mental disorder	1.51	24.2433333333	49.1	Bortezomib
DB00188	Muscle spasms	4.52	13.145714285699999	24.0	Bortezomib
DB00188	Musculoskeletal discomfort	1.29	9.856111111110001	26.3	Bortezomib
DB00188	Musculoskeletal pain	10.0	10.0	10.0	Bortezomib
DB00188	Myalgia	2.19	9.54142857143	14.0	Bortezomib
DB00188	Nasopharyngitis	6.63	11.1866666667	14.0	Bortezomib
DB00188	Nausea	2.42	33.298125	64.0	Bortezomib
DB00188	Neuralgia	5.0	7.0	9.0	Bortezomib
DB00188	Neuropathy	40.0	40.0	40.0	Bortezomib
DB00188	Neuropathy peripheral	5.0	24.2180645161	54.8	Bortezomib
DB00188	Neutropenia	1.2	9.5175	24.1	Bortezomib
DB00188	Oedema	1.32	16.9666666667	28.4	Bortezomib
DB00188	Oedema peripheral	10.6	11.8	13.0	Bortezomib
DB00188	Pain in extremity	1.51	10.045	25.9	Bortezomib
DB00188	Pancreatitis acute	1.0	1.0	1.0	Bortezomib
DB00188	Paraesthesia	1.29	11.384545454500001	27.5	Bortezomib
DB00188	Peripheral sensory neuropathy	5.0	7.0	9.0	Bortezomib
DB00188	Plasma cell myeloma	8.0	28.8571428571	57.0	Bortezomib
DB00188	Plasmacytoma	8.0	28.8571428571	57.0	Bortezomib
DB00188	Pneumonia	4.0	7.595	11.9	Bortezomib
DB00188	Pruritus	11.4	11.7	12.0	Bortezomib
DB00188	Psychotic disorder	1.0	1.0	1.0	Bortezomib
DB00188	Pulmonary hypertension	1.0	1.0	1.0	Bortezomib
DB00188	Rash	1.21	13.96375	27.7	Bortezomib
DB00188	Renal failure	1.0	1.0	1.0	Bortezomib
DB00188	Respiratory failure	1.0	1.0	1.0	Bortezomib
DB00188	Rigors	2.41	8.47	11.8	Bortezomib
DB00188	Sepsis	1.0	1.0	1.0	Bortezomib
DB00188	Stomatitis	1.0	1.0	1.0	Bortezomib
DB00188	Thrombocytopenia	1.2	21.7530434783	55.0	Bortezomib
DB00188	Tumour lysis syndrome	1.0	1.0	1.0	Bortezomib
DB00188	Upper respiratory tract infection	18.0	18.0	18.0	Bortezomib
DB00188	Vertigo	1.32	11.555	21.1	Bortezomib
DB00188	Vision blurred	11.0	11.0	11.0	Bortezomib
DB00188	Vomiting	1.2	17.5684210526	36.0	Bortezomib
DB00190	Anorexia	1.1	1.15	1.2	Carbidopa
DB00190	Back pain	1.6	1.6	1.6	Carbidopa
DB00190	Chest pain	1.0	1.0	1.0	Carbidopa
DB00190	Confusional state	2.3	3.0	3.7	Carbidopa
DB00190	Constipation	1.5	1.5	1.5	Carbidopa
DB00190	Cramp muscle	1.0	1.0	1.0	Carbidopa
DB00190	Decreased appetite	1.1	1.15	1.2	Carbidopa
DB00190	Depression	1.3	1.75	2.2	Carbidopa
DB00190	Diarrhoea	1.2	1.2	1.2	Carbidopa
DB00190	Dizziness	2.3	2.6	2.9	Carbidopa
DB00190	Dry mouth	1.1	1.25	1.4	Carbidopa
DB00190	Dyskinesia	12.2	14.35	16.5	Carbidopa
DB00190	Dyspepsia	1.1	1.1	1.1	Carbidopa
DB00190	Dyspnoea	1.6	1.6	1.6	Carbidopa
DB00190	Feeling abnormal	2.3	3.0	3.7	Carbidopa
DB00190	Hallucination	3.2	3.55	3.9	Carbidopa
DB00190	Headache	1.9	1.95	2.0	Carbidopa
DB00190	Insomnia	1.0	1.1	1.2	Carbidopa
DB00190	Muscle spasms	1.0	1.0	1.0	Carbidopa
DB00190	Musculoskeletal pain	1.0	1.0	1.0	Carbidopa
DB00190	Nausea	5.5	5.6	5.7	Carbidopa
DB00190	Orthostatic hypotension	1.0	1.05	1.1	Carbidopa
DB00190	Paraesthesia	1.1	1.1	1.1	Carbidopa
DB00190	Pollakiuria	1.1	1.1	1.1	Carbidopa
DB00190	Shoulder pain	1.0	1.0	1.0	Carbidopa
DB00190	Upper respiratory tract infection	1.0	1.4	1.8	Carbidopa
DB00190	Urinary tract infection	2.2	2.25	2.3	Carbidopa
DB00190	Vomiting	1.8	1.85	1.9	Carbidopa
DB00193	Abdominal pain	1.4	1.4	1.4	Tramadol
DB00193	Abdominal pain upper	1.4	2.795	4.19	Tramadol
DB00193	Angina pectoris	1.86	1.88	1.9	Tramadol
DB00193	Anorexia	1.29	3.8830769230800004	7.44	Tramadol
DB00193	Arthralgia	1.4	3.56	5.36	Tramadol
DB00193	Asthenia	1.4	5.8072972973	12.0	Tramadol
DB00193	Chills	2.25	2.86	3.47	Tramadol
DB00193	Constipation	9.32	19.996875	46.0	Tramadol
DB00193	Decreased appetite	1.29	3.8830769230800004	7.44	Tramadol
DB00193	Diarrhoea	2.33	5.98	10.0	Tramadol
DB00193	Dizziness	7.41	17.51625	33.0	Tramadol
DB00193	Dry mouth	1.13	6.30705882353	13.1	Tramadol
DB00193	Dysgeusia	3.72	3.72	3.72	Tramadol
DB00193	Dyspepsia	1.4	5.96	13.0	Tramadol
DB00193	Fatigue	1.7	2.89857142857	4.2	Tramadol
DB00193	Flushing	7.69	10.56	15.8	Tramadol
DB00193	Gastrointestinal pain	1.4	1.4	1.4	Tramadol
DB00193	Headache	2.83	14.352666666700001	32.0	Tramadol
DB00193	Hyperhidrosis	1.49	5.03266666667	9.0	Tramadol
DB00193	Hypersensitivity	1.4	1.4	1.4	Tramadol
DB00193	Hypertension	1.86	2.17	2.33	Tramadol
DB00193	Hypertension worsened	1.86	1.88	1.9	Tramadol
DB00193	Influenza like illness	1.5	1.74333333333	1.98	Tramadol
DB00193	Insomnia	1.4	4.29307692308	10.9	Tramadol
DB00193	Musculoskeletal discomfort	1.4	3.56	5.36	Tramadol
DB00193	Nasopharyngitis	1.9	1.9	1.9	Tramadol
DB00193	Nausea	13.0	22.0625	40.0	Tramadol
DB00193	Orthostatic hypotension	1.74	3.36	5.45	Tramadol
DB00193	Pain	2.8	2.8	2.8	Tramadol
DB00193	Pain worsened	2.8	2.8	2.8	Tramadol
DB00193	Pruritus	3.03	6.34764705882	11.9	Tramadol
DB00193	Rigors	2.25	2.86	3.47	Tramadol
DB00193	Somnolence	4.34	13.241875	30.2	Tramadol
DB00193	Sweating	4.2	6.373333333330001	9.0	Tramadol
DB00193	Sweating increased	1.49	4.13888888889	7.44	Tramadol
DB00193	Upper respiratory tract infection	1.4	1.4	1.4	Tramadol
DB00193	Vertigo	1.13	15.49	33.0	Tramadol
DB00193	Vomiting	3.24	7.934375	17.0	Tramadol
DB00195	Abnormal dreams	1.0	1.6666666666699999	2.7	Betaxolol
DB00195	Arthralgia	3.1	4.4	5.2	Betaxolol
DB00195	Asthenia	2.9	8.41428571429	18.5	Betaxolol
DB00195	Bizarre dreams	1.0	1.6666666666699999	2.7	Betaxolol
DB00195	Bradycardia	1.4	5.1	12.0	Betaxolol
DB00195	Chest pain	1.4	3.96	7.1	Betaxolol
DB00195	Depression	2.7	3.35	4.0	Betaxolol
DB00195	Dermatitis	1.2	1.2	1.2	Betaxolol
DB00195	Diarrhoea	1.9	4.48	8.0	Betaxolol
DB00195	Dizziness	2.7	10.06	17.3	Betaxolol
DB00195	Dyspepsia	3.9	5.65	7.4	Betaxolol
DB00195	Dyspnoea	1.3	2.13333333333	2.7	Betaxolol
DB00195	Erectile dysfunction	1.2	1.2	1.2	Betaxolol
DB00195	Fatigue	2.9	8.94	18.5	Betaxolol
DB00195	Headache	4.1	8.12	14.8	Betaxolol
DB00195	Insomnia	1.2	4.16	8.2	Betaxolol
DB00195	Lethargy	2.7	3.2	4.1	Betaxolol
DB00195	Musculoskeletal discomfort	3.1	4.02	5.2	Betaxolol
DB00195	Myalgia	3.2	3.45	3.7	Betaxolol
DB00195	Nausea	1.2	2.8	5.8	Betaxolol
DB00195	Nervousness	2.7	3.35	4.0	Betaxolol
DB00195	Oedema	1.2	1.43333333333	1.8	Betaxolol
DB00195	Palpitations	1.9	2.8	3.7	Betaxolol
DB00195	Paraesthesia	1.9	2.2	2.5	Betaxolol
DB00195	Peripheral coldness	1.9	1.9	1.9	Betaxolol
DB00195	Rash	1.2	1.2	1.2	Betaxolol
DB00195	Rhinitis	1.4	2.7	4.0	Betaxolol
DB00195	Tension	2.7	3.35	4.0	Betaxolol
DB00195	Upper respiratory tract infection	2.6	2.6	2.6	Betaxolol
DB00196	Abdominal pain	1.6	3.45	6.0	Fluconazole
DB00196	Dermatitis	1.8	1.8	1.8	Fluconazole
DB00196	Diarrhoea	1.5	2.25	3.0	Fluconazole
DB00196	Dizziness	1.0	1.15	1.3	Fluconazole
DB00196	Dysgeusia	1.0	1.15	1.3	Fluconazole
DB00196	Dyspepsia	1.0	1.15	1.3	Fluconazole
DB00196	Gastrointestinal pain	1.6	3.45	6.0	Fluconazole
DB00196	Headache	1.9	8.6	13.0	Fluconazole
DB00196	Nausea	1.6	3.88333333333	7.0	Fluconazole
DB00196	Rash	1.8	1.8	1.8	Fluconazole
DB00196	Vomiting	1.7	4.3	5.4	Fluconazole
DB00198	Abdominal pain	2.2	11.725	24.0	Oseltamivir
DB00198	Asthma	3.5	10.75	18.0	Oseltamivir
DB00198	Bronchitis	1.6	7.225	17.0	Oseltamivir
DB00198	Conjunctivitis	1.0	3.0	5.0	Oseltamivir
DB00198	Dermatitis	1.0	3.0	5.0	Oseltamivir
DB00198	Diarrhoea	6.6	28.275	49.0	Oseltamivir
DB00198	Dizziness	2.1	8.55	15.0	Oseltamivir
DB00198	Ear disorder	1.7	5.35	9.0	Oseltamivir
DB00198	Epistaxis	3.1	9.55	16.0	Oseltamivir
DB00198	Gastrointestinal pain	2.2	11.725	24.0	Oseltamivir
DB00198	Headache	1.8	7.533333333330001	13.0	Oseltamivir
DB00198	Lymphadenopathy	1.0	3.0	5.0	Oseltamivir
DB00198	Nausea	3.3	9.53333333333	17.0	Oseltamivir
DB00198	Otitis media	8.7	26.85	45.0	Oseltamivir
DB00198	Pneumonia	1.9	5.95	10.0	Oseltamivir
DB00198	Sinusitis	1.7	5.35	9.0	Oseltamivir
DB00198	Tympanic membrane disorder	1.0	3.0	5.0	Oseltamivir
DB00198	Vomiting	4.5	27.3	68.0	Oseltamivir
DB00201	Accidental injury	2.17	2.17	2.17	Caffeine
DB00201	Acidosis	2.17	2.17	2.17	Caffeine
DB00201	Cerebral haemorrhage	2.17	2.17	2.17	Caffeine
DB00201	Dermatitis	8.7	8.7	8.7	Caffeine
DB00201	Disseminated intravascular coagulation	2.17	2.17	2.17	Caffeine
DB00201	Dry skin	2.17	2.17	2.17	Caffeine
DB00201	Dyspnoea	2.17	2.17	2.17	Caffeine
DB00201	Gastritis	2.17	2.17	2.17	Caffeine
DB00201	Gastrointestinal haemorrhage	2.17	2.17	2.17	Caffeine
DB00201	Haemoglobin	2.17	2.17	2.17	Caffeine
DB00201	Haemorrhage	2.17	2.17	2.17	Caffeine
DB00201	Impaired healing	2.17	2.17	2.17	Caffeine
DB00201	Injury	2.17	2.17	2.17	Caffeine
DB00201	Necrotising colitis	4.35	4.35	4.35	Caffeine
DB00201	Necrotising enterocolitis neonatal	4.35	4.35	4.35	Caffeine
DB00201	Necrotizing enterocolitis	4.35	4.35	4.35	Caffeine
DB00201	Pulmonary oedema	2.17	2.17	2.17	Caffeine
DB00201	Rash	8.7	8.7	8.7	Caffeine
DB00201	Renal failure	2.17	2.17	2.17	Caffeine
DB00201	Retinopathy of prematurity	2.17	2.17	2.17	Caffeine
DB00201	Sepsis	4.35	4.35	4.35	Caffeine
DB00201	Skin breakdown	2.17	2.17	2.17	Caffeine
DB00201	Skin disorder	2.17	2.17	2.17	Caffeine
DB00203	Abnormal vision	3.0	7.0	11.0	Sildenafil
DB00203	Back pain	2.0	9.0	13.0	Sildenafil
DB00203	Body temperature increased	3.0	9.0	17.0	Sildenafil
DB00203	Bronchitis	20.0	20.0	20.0	Sildenafil
DB00203	Cough	5.0	7.0	9.0	Sildenafil
DB00203	Dermatitis	1.0	1.5	2.0	Sildenafil
DB00203	Diarrhoea	1.0	9.375	18.0	Sildenafil
DB00203	Dizziness	1.0	1.5	2.0	Sildenafil
DB00203	Dyspepsia	2.0	9.75	17.0	Sildenafil
DB00203	Dyspnoea	1.0	3.7	7.0	Sildenafil
DB00203	Dyspnoea exacerbated	4.0	5.5	7.0	Sildenafil
DB00203	Epistaxis	4.0	7.0	9.0	Sildenafil
DB00203	Erythema	1.0	3.4	6.0	Sildenafil
DB00203	Flushing	1.0	9.0	16.0	Sildenafil
DB00203	Gastritis	3.0	3.5	4.0	Sildenafil
DB00203	Headache	4.0	27.444444444400002	49.0	Sildenafil
DB00203	Influenza	4.0	5.0	6.0	Sildenafil
DB00203	Insomnia	4.0	5.666666666669999	7.0	Sildenafil
DB00203	Musculoskeletal discomfort	3.0	7.8	14.0	Sildenafil
DB00203	Myalgia	3.0	7.8	14.0	Sildenafil
DB00203	Nasal congestion	2.0	4.33333333333	7.0	Sildenafil
DB00203	Nasopharyngitis	3.4	3.4	3.4	Sildenafil
DB00203	Nausea	7.0	12.5	18.0	Sildenafil
DB00203	Oedema	13.0	13.5	14.0	Sildenafil
DB00203	Pain in extremity	6.0	9.666666666669999	15.0	Sildenafil
DB00203	Paraesthesia	1.0	3.0	5.0	Sildenafil
DB00203	Pharyngitis	4.0	11.0	18.0	Sildenafil
DB00203	Pneumonia	7.4	7.4	7.4	Sildenafil
DB00203	Rash	1.0	1.5	2.0	Sildenafil
DB00203	Rhinitis	2.0	3.0	4.0	Sildenafil
DB00203	Rhinorrhoea	3.4	3.4	3.4	Sildenafil
DB00203	Sinusitis	1.0	3.0	5.0	Sildenafil
DB00203	Upper respiratory tract infection	3.1	17.05	31.0	Sildenafil
DB00203	Urinary tract infection	2.0	2.5	3.0	Sildenafil
DB00203	Vertigo	1.0	3.0	5.0	Sildenafil
DB00203	Visual disturbance	4.0	5.33333333333	7.0	Sildenafil
DB00203	Visual impairment	3.0	6.0	11.0	Sildenafil
DB00203	Vomiting	10.9	16.45	22.0	Sildenafil
DB00204	Abdominal pain	3.0	3.0	3.0	Dofetilide
DB00204	Accidental injury	3.0	3.0	3.0	Dofetilide
DB00204	Atrioventricular block	1.2	1.4	1.5	Dofetilide
DB00204	Back pain	3.0	3.0	3.0	Dofetilide
DB00204	Block heart	1.2	1.2	1.2	Dofetilide
DB00204	Chest pain	10.0	10.0	10.0	Dofetilide
DB00204	Dermatitis	3.0	3.0	3.0	Dofetilide
DB00204	Diarrhoea	3.0	3.0	3.0	Dofetilide
DB00204	Dizziness	8.0	8.0	8.0	Dofetilide
DB00204	Dyspnoea	6.0	6.0	6.0	Dofetilide
DB00204	Gastrointestinal pain	3.0	3.0	3.0	Dofetilide
DB00204	Headache	11.0	11.0	11.0	Dofetilide
DB00204	Influenza	4.0	4.0	4.0	Dofetilide
DB00204	Injury	3.0	3.0	3.0	Dofetilide
DB00204	Insomnia	4.0	4.0	4.0	Dofetilide
DB00204	Nausea	5.0	5.0	5.0	Dofetilide
DB00204	Rash	3.0	3.0	3.0	Dofetilide
DB00204	Respiratory tract infection	7.0	7.0	7.0	Dofetilide
DB00204	Torsade de pointes	1.6	6.05	10.5	Dofetilide
DB00204	Ventricular arrhythmia	2.6	8.0	15.8	Dofetilide
DB00204	Ventricular fibrillation	2.6	3.7	4.8	Dofetilide
DB00204	Ventricular tachycardia	2.6	7.04	13.2	Dofetilide
DB00207	Abdominal pain	1.9	9.02857142857	32.2	Azithromycin
DB00207	Abnormal vision	5.0	5.0	5.0	Azithromycin
DB00207	Acne	21.0	21.0	21.0	Azithromycin
DB00207	Anorexia	1.9	2.55	4.2	Azithromycin
DB00207	Application site pain	6.5	6.5	6.5	Azithromycin
DB00207	Arthralgia	3.0	3.6	4.2	Azithromycin
DB00207	Asthenia	2.1	2.73333333333	3.9	Azithromycin
DB00207	Body temperature increased	2.0	2.76666666667	4.2	Azithromycin
DB00207	Deafness	1.1	1.1	1.1	Azithromycin
DB00207	Decreased appetite	1.9	2.55	4.2	Azithromycin
DB00207	Dermatitis	2.0	5.12857142857	9.4	Azithromycin
DB00207	Diarrhoea	1.2	13.534285714300001	52.8	Azithromycin
DB00207	Discomfort	1.1	1.1	1.1	Azithromycin
DB00207	Dizziness	1.0	1.8	3.9	Azithromycin
DB00207	Dry mouth	3.0	3.0	3.0	Azithromycin
DB00207	Dysgeusia	1.3	1.9	2.5	Azithromycin
DB00207	Dyspepsia	1.0	3.5	9.0	Azithromycin
DB00207	Fatigue	2.1	2.73333333333	3.9	Azithromycin
DB00207	Feeling abnormal	1.1	1.1	1.1	Azithromycin
DB00207	Flatulence	5.0	7.45	10.7	Azithromycin
DB00207	Gastrointestinal pain	1.9	9.02857142857	32.2	Azithromycin
DB00207	Headache	1.0	3.16	5.5	Azithromycin
DB00207	Hearing impaired	1.1	1.1	1.1	Azithromycin
DB00207	Ill-defined disorder	1.1	1.1	1.1	Azithromycin
DB00207	Inflammation	3.1	3.1	3.1	Azithromycin
DB00207	Injection site pain	6.5	6.5	6.5	Azithromycin
DB00207	Instillation site pain	6.5	6.5	6.5	Azithromycin
DB00207	Loose stools	1.2	8.83846153846	19.1	Azithromycin
DB00207	Malaise	1.1	1.1	1.1	Azithromycin
DB00207	Musculoskeletal discomfort	3.0	3.6	4.2	Azithromycin
DB00207	Nausea	3.0	12.014285714300001	32.6	Azithromycin
DB00207	Pain	4.4	4.4	4.4	Azithromycin
DB00207	Pertussis	34.0	34.0	34.0	Azithromycin
DB00207	Pruritus	1.9	3.0666666666699998	3.9	Azithromycin
DB00207	Rash	3.4	6.38	9.4	Azithromycin
DB00207	Skin discolouration	2.1	2.1	2.1	Azithromycin
DB00207	Tinnitus	1.3	2.35	3.4	Azithromycin
DB00207	Vaginal infection	1.0	1.86	2.8	Azithromycin
DB00207	Vaginal inflammation	1.0	1.86	2.8	Azithromycin
DB00207	Visual impairment	5.0	5.0	5.0	Azithromycin
DB00207	Vomiting	1.0	5.73076923077	14.0	Azithromycin
DB00210	Dermatitis contact	2.26	3.845	5.43	Adapalene
DB00210	Dermatitis irritant contact	2.26	3.845	5.43	Adapalene
DB00210	Dry skin	1.49	7.85	14.0	Adapalene
DB00210	Erythema	1.23	10.7025	26.1	Adapalene
DB00210	Pain	1.0	11.825	28.5	Adapalene
DB00210	Photosensitivity reaction	1.2	1.655	2.0	Adapalene
DB00210	Pruritus	1.66	1.78	1.9	Adapalene
DB00210	Skin discomfort	2.73	5.195	6.44	Adapalene
DB00210	Skin exfoliation	1.55	1.91	2.58	Adapalene
DB00210	Skin irritation	1.0	1.305	1.61	Adapalene
DB00210	Stinging	1.0	11.825	28.5	Adapalene
DB00210	Sunburn	1.2	1.655	2.0	Adapalene
DB00211	Chills	4.0	4.45	4.9	Midodrine
DB00211	Dermatitis	1.1	1.8333333333300001	2.4	Midodrine
DB00211	Dysuria	11.0	12.4666666667	13.4	Midodrine
DB00211	Hypertension	2.4	5.23333333333	7.3	Midodrine
DB00211	Itchy scalp	11.0	11.0	11.0	Midodrine
DB00211	Pain	4.0	4.45	4.9	Midodrine
DB00211	Paraesthesia	4.5	12.6	18.3	Midodrine
DB00211	Piloerection	11.0	12.2	13.4	Midodrine
DB00211	Pruritus	2.3	8.57142857143	12.2	Midodrine
DB00211	Rash	1.1	1.8333333333300001	2.4	Midodrine
DB00211	Urinary retention	6.0	6.0	6.0	Midodrine
DB00213	Abdominal pain	1.0	3.21666666667	6.2	Pantoprazole
DB00213	Abdominal pain upper	1.4	1.65	1.9	Pantoprazole
DB00213	Arthralgia	1.4	2.1	2.8	Pantoprazole
DB00213	Asthenia	1.1	1.1	1.1	Pantoprazole
DB00213	Buccal inflammation	1.0	1.0	1.0	Pantoprazole
DB00213	Dermatitis	1.0	1.4	2.0	Pantoprazole
DB00213	Diarrhoea	1.0	5.9043478260899995	18.0	Pantoprazole
DB00213	Dizziness	1.4	2.4333333333300002	3.0	Pantoprazole
DB00213	Dysgeusia	2.1	3.03333333333	4.0	Pantoprazole
DB00213	Eructation	1.0	1.0	1.0	Pantoprazole
DB00213	Fatigue	1.1	1.1	1.1	Pantoprazole
DB00213	Flatulence	2.0	3.2	4.0	Pantoprazole
DB00213	Gastrointestinal pain	1.0	3.21666666667	6.2	Pantoprazole
DB00213	Glossodynia	1.2	1.2	1.2	Pantoprazole
DB00213	Headache	1.0	7.23384615385	24.0	Pantoprazole
DB00213	Hepatic enzyme increased	1.2	1.2	1.2	Pantoprazole
DB00213	Hyperglycaemia	1.0	1.0	1.0	Pantoprazole
DB00213	Insomnia	1.0	1.0	1.0	Pantoprazole
DB00213	Liver function test abnormal	1.0	1.5	2.0	Pantoprazole
DB00213	Loose stools	1.0	1.0	1.0	Pantoprazole
DB00213	Musculoskeletal discomfort	1.4	2.1	2.8	Pantoprazole
DB00213	Nausea	1.16	4.75142857143	13.0	Pantoprazole
DB00213	Pain	1.0	1.0	1.0	Pantoprazole
DB00213	Rash	1.0	1.4	2.0	Pantoprazole
DB00213	Stomatitis	1.0	1.0	1.0	Pantoprazole
DB00213	Taste bitter	3.0	3.5	4.0	Pantoprazole
DB00213	Taste metallic	2.1	2.1	2.1	Pantoprazole
DB00213	Vomiting	2.0	3.26666666667	4.3	Pantoprazole
DB00214	Arthralgia	1.8	1.8	1.8	Torasemide
DB00214	Asthenia	2.0	2.0	2.0	Torasemide
DB00214	Chest pain	1.2	1.2	1.2	Torasemide
DB00214	Constipation	1.8	1.8	1.8	Torasemide
DB00214	Cough	2.0	2.0	2.0	Torasemide
DB00214	Diarrhoea	2.0	2.0	2.0	Torasemide
DB00214	Dizziness	3.2	3.2	3.2	Torasemide
DB00214	Dyspepsia	1.6	1.6	1.6	Torasemide
DB00214	Headache	7.3	7.3	7.3	Torasemide
DB00214	Insomnia	1.2	1.2	1.2	Torasemide
DB00214	Musculoskeletal discomfort	1.6	1.7	1.8	Torasemide
DB00214	Myalgia	1.6	1.6	1.6	Torasemide
DB00214	Nausea	1.8	1.8	1.8	Torasemide
DB00214	Nervousness	1.1	1.1	1.1	Torasemide
DB00214	Oedema	1.1	1.1	1.1	Torasemide
DB00214	Oropharyngeal discomfort	1.6	1.6	1.6	Torasemide
DB00214	Oropharyngeal pain	1.6	1.6	1.6	Torasemide
DB00214	Rhinitis	2.8	2.8	2.8	Torasemide
DB00214	Tension	1.1	1.1	1.1	Torasemide
DB00214	Throat sore	1.6	1.6	1.6	Torasemide
DB00215	Abdominal pain	2.0	2.73333333333	3.2	Citalopram
DB00215	Abnormal ejaculation	6.1	6.1	6.1	Citalopram
DB00215	Abnormal vision	4.7	4.7	4.7	Citalopram
DB00215	Agitation	1.0	2.125	3.0	Citalopram
DB00215	Anorexia	4.0	4.1	4.2	Citalopram
DB00215	Anxiety	3.5	3.75	4.0	Citalopram
DB00215	Arthralgia	1.8	1.9	2.0	Citalopram
DB00215	Asthenia	1.0	5.81666666667	11.5	Citalopram
DB00215	Autonomic neuropathy	20.0	20.0	20.0	Citalopram
DB00215	Back pain	2.0	2.0	2.0	Citalopram
DB00215	Body temperature increased	1.0	1.76666666667	2.3	Citalopram
DB00215	Chest pain	1.2	1.2	1.2	Citalopram
DB00215	Confusional state	1.4	1.4	1.4	Citalopram
DB00215	Constipation	8.4	8.4	8.4	Citalopram
DB00215	Cough	1.7	1.7	1.7	Citalopram
DB00215	Decreased appetite	4.0	4.1	4.2	Citalopram
DB00215	Dermatitis	1.0	1.0	1.0	Citalopram
DB00215	Diarrhoea	5.0	6.966666666669999	8.0	Citalopram
DB00215	Disturbance in sexual arousal	2.0	3.6	6.1	Citalopram
DB00215	Dizziness	2.0	6.15	10.3	Citalopram
DB00215	Dry mouth	1.0	7.333333333330001	20.0	Citalopram
DB00215	Dysmenorrhoea	3.0	3.0	3.0	Citalopram
DB00215	Dyspepsia	4.0	4.5	5.0	Citalopram
DB00215	Ejaculation disorder	5.9	5.98	6.1	Citalopram
DB00215	Erectile dysfunction	2.8	3.2	3.8	Citalopram
DB00215	Fatigue	4.9	4.95	5.0	Citalopram
DB00215	Feeling abnormal	1.4	1.4	1.4	Citalopram
DB00215	Flatulence	1.7	1.7	1.7	Citalopram
DB00215	Gastrointestinal disorder	21.0	21.0	21.0	Citalopram
DB00215	Gastrointestinal pain	2.0	2.73333333333	3.2	Citalopram
DB00215	Headache	26.9	26.9	26.9	Citalopram
DB00215	Hyperhidrosis	11.0	11.15	11.3	Citalopram
DB00215	Influenza like illness	1.0	1.0	1.0	Citalopram
DB00215	Influenza-like symptoms	1.0	1.0	1.0	Citalopram
DB00215	Insomnia	2.0	9.7	18.8	Citalopram
DB00215	Libido decreased	2.0	3.6	6.1	Citalopram
DB00215	Menstrual disorder	4.0	4.0	4.0	Citalopram
DB00215	Mental disorder	18.0	18.0	18.0	Citalopram
DB00215	Micturition disorder	2.3	2.3	2.3	Citalopram
DB00215	Musculoskeletal discomfort	1.8	1.925	2.0	Citalopram
DB00215	Myalgia	1.9	1.95	2.0	Citalopram
DB00215	Nausea	4.0	15.4666666667	21.4	Citalopram
DB00215	Nervousness	4.0	4.0	4.0	Citalopram
DB00215	Neuropathy peripheral	8.0	8.0	8.0	Citalopram
DB00215	Pain	1.3	1.3	1.3	Citalopram
DB00215	Palpitations	7.1	7.1	7.1	Citalopram
DB00215	Paraesthesia	1.4	1.4	1.4	Citalopram
DB00215	Pharyngitis	3.2	3.2	3.2	Citalopram
DB00215	Pruritus	1.0	1.0	1.0	Citalopram
DB00215	Rash	1.0	1.0	1.0	Citalopram
DB00215	Rhinitis	3.0	4.2	5.0	Citalopram
DB00215	Sinusitis	1.0	2.13333333333	3.0	Citalopram
DB00215	Somnolence	2.0	10.225	18.0	Citalopram
DB00215	Suicide attempt	1.3	1.3	1.3	Citalopram
DB00215	Sweating increased	11.0	11.15	11.3	Citalopram
DB00215	Tension	4.0	4.0	4.0	Citalopram
DB00215	Tinnitus	1.0	1.0	1.0	Citalopram
DB00215	Tremor	8.0	8.4	8.8	Citalopram
DB00215	Unspecified disorder of autonomic nervous system	20.0	20.0	20.0	Citalopram
DB00215	Upper respiratory tract infection	4.9	4.95	5.0	Citalopram
DB00215	Visual impairment	4.7	4.7	4.7	Citalopram
DB00215	Vomiting	1.0	2.95	4.0	Citalopram
DB00215	Weight decreased	1.5	1.5	1.5	Citalopram
DB00215	Yawning	2.0	2.0	2.0	Citalopram
DB00216	Abdominal pain	1.0	1.5	2.0	Eletriptan
DB00216	Abdominal pain upper	1.0	1.5	2.0	Eletriptan
DB00216	Asthenia	4.0	6.55	10.0	Eletriptan
DB00216	Chest discomfort	1.0	2.33333333333	4.0	Eletriptan
DB00216	Chest tightness	1.0	2.33333333333	4.0	Eletriptan
DB00216	Cramp muscle	1.0	1.5	2.0	Eletriptan
DB00216	Discomfort	1.0	1.5	2.0	Eletriptan
DB00216	Dizziness	3.0	5.425	7.0	Eletriptan
DB00216	Dry mouth	2.0	3.0	4.0	Eletriptan
DB00216	Dyspepsia	1.0	1.5	2.0	Eletriptan
DB00216	Dysphagia	1.0	1.5	2.0	Eletriptan
DB00216	Feeling hot	2.0	2.0	2.0	Eletriptan
DB00216	Flushing	2.0	2.0	2.0	Eletriptan
