orig_food_common_name,orig_source_name,orig_content,cas_number
Barley groats,Proline,1200.0,OC(=O)[C@@H]1CCCN1
Barley malt flour,Glutamic acid,1825.0,N[C@@H](CCC(O)=O)C(O)=O
Barley malt flour,Proline,1123.0,OC(=O)[C@@H]1CCCN1
Barley malt flour,Arginine,836.0,N[C@@H](CCCNC(N)=N)C(O)=O
Basil,"Vitamin A, IU",5275.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Basil,POTASSIUM,3761.05,[K+]
Basil,CALCIUM,2113.0,[Ca++]
Bay,EO,2500.0,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Bay,COSTUNOLIDE,1800.0,C\C1=C\CC\C(C)=C/C2OC(=O)C(=C)C2CC1
Bean,Phosphorus (P),174.0,P
Bean,Calcium (Ca),44.3,[Ca++]
Bean,Folates,0.1,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
Bean beverage,"Potassium, K",337.0,[K+]
Bean beverage,"Phosphorus, P",92.0,P
Bean beverage,"Sugars, total",80.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Bean sprouts,Aspartic acid,470.0,N[C@@H](CC(O)=O)C(O)=O
Bean sprouts,Arginine,200.0,N[C@@H](CCCNC(N)=N)C(O)=O
Bean sprouts,Leucine,170.0,CC(C)CC(N)C(O)=O
Beans,"C18:2, n-6",9040.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Beans,Starch,8050.0,OCC1OC(O)C(O)C(O)C1O
Beans,Glutamic acid,6700.0,N[C@@H](CCC(O)=O)C(O)=O
Beansprouts,Glutamic acid,930.0,N[C@@H](CCC(O)=O)C(O)=O
Beansprouts,Aspartic acid,840.0,N[C@@H](CC(O)=O)C(O)=O
Beansprouts,Sodium (Na),600.0,[Na]
Beebread,LINOLEIC-ACID,36000.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Beebread,GAMMA-LINOLENIC-ACID,24900.0,CCCCC\C=C/C\C=C\C\C=C/CCCCC(O)=O
Beef,"Vitamin A, IU",31714.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Beef,"C18:1, n-9",11900.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Beef,Glutamic acid,4618.0,N[C@@H](CCC(O)=O)C(O)=O
Beef Pot Pie,Starch,14130.0,OCC1OC(O)C(O)C(O)C1O
Beef Pot Pie,Maltose,1660.0,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
Beef Pot Pie,Glutamic acid,1546.0,N[C@@H](CCC(O)=O)C(O)=O
Beef brisket,"C18:1, n-9",8490.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Beef brisket,Glutamic acid,3000.0,N[C@@H](CCC(O)=O)C(O)=O
Beef brisket,Aspartic acid,1800.0,N[C@@H](CC(O)=O)C(O)=O
Beef broth and tomato juice,"Sodium, Na",131.0,[Na]
Beef broth and tomato juice,"Vitamin A, IU",128.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Beef broth and tomato juice,Glycine,128.0,NCC(O)=O
Beef sausage,Glutamic acid,2986.0,N[C@@H](CCC(O)=O)C(O)=O
Beef sausage,Aspartic acid,1768.0,N[C@@H](CC(O)=O)C(O)=O
Beef stew,Starch,5430.0,OCC1OC(O)C(O)C(O)C1O
Beef stew,"Sugars, total",1760.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Beef stew,Glucose (dextrose),950.0,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
Beer,"Sugars, total",8600.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Beer,Alcohol (ethanol),6000.0,CCO
Beer [Alcohol free],Ferulic acid,0.12257999900000001,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
Beer [Alcohol free],(+)-Catechin,0.104409999,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1
Beer [Alcohol free],p-Coumaric acid,0.044059999,OC(=O)\C=C\C1=CC=C(O)C=C1
Beer [Ale],Ferulic acid,0.335833331,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
Beer [Ale],(+)-Catechin,0.333142861,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1
Beer [Ale],Vanillic acid,0.292750008,COC1=C(O)C=CC(=C1)C(O)=O
Beer [Dark],Vanillic acid,0.17449999600000002,COC1=C(O)C=CC(=C1)C(O)=O
Beer [Dark],Isoxanthohumol,0.12433333099999999,COC1=C2C(=O)CC(OC2=C(CC=C(C)C)C(O)=C1)C1=CC=C(O)C=C1
Beer [Dark],Syringic acid,0.113499999,COC1=CC(=CC(OC)=C1O)C(O)=O
Beer [Regular],4-Hydroxybenzoic acid,0.967419102,OC(=O)C1=CC=C(O)C=C1
Beer [Regular],Ferulic acid,0.835309995,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
Beer [Regular],Gallic acid,0.5700000129999999,OC(=O)C1=CC(O)=C(O)C(O)=C1
Beerwurst,Glutamic acid,2141.0,N[C@@H](CCC(O)=O)C(O)=O
Beerwurst,Lysine,1300.0,NCCCC[C@H](N)C(O)=O
Beerwurst,"Sodium, Na",1240.0,[Na]
Beet,SUCROSE,27000.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Beet,"Sugars, total",12400.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Beet,Sucrose,11800.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Beet greens,"Vitamin A, IU",7654.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Beet greens,"Potassium, K",909.0,[K+]
Beet greens,"Sugars, total",600.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Beets,"Sugars, total",7960.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Beets,"Sodium, Na",264.0,[Na]
Beets,Glutamic acid,222.0,N[C@@H](CCC(O)=O)C(O)=O
Bell Pepper,CAPSAICIN,63400.0,COC1=C(O)C=CC(CNC(=O)CCCC\C=C/C(C)C)=C1
Bell Pepper,DIHYDROCAPSAICIN,32800.0,COC1=C(O)C=CC(CNC(=O)CCCCCCC(C)C)=C1
Bell Pepper,NORDIHYDROCAPSAICIN,3100.0,COC1=CC(CNC(=O)CCCCCC(C)C)=CC=C1O
Ben Nut,OLEIC-ACID,23272.5,CCCCCCCC\C=C\CCCCCCCC(O)=O
Ben Nut,GLUTAMIC-ACID,2942.5,N[C@@H](CCC(O)=O)C(O)=O
Ben Nut,ASPARTIC-ACID,2615.5,N[C@@H](CC(O)=O)C(O)=O
Berro,POTASSIUM,3465.0,[K+]
Berro,GLUTAMIC-ACID,1995.0,N[C@@H](CCC(O)=O)C(O)=O
Berro,ASPARTIC-ACID,1963.5,N[C@@H](CC(O)=O)C(O)=O
Beverage,"Sugars, total",38900.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Beverage,Starch,32100.0,OCC1OC(O)C(O)C(O)C1O
Beverage,"Vitamin A, IU",8962.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Beverages,"Sugars, total",10370.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Beverages,"Vitamin A, IU",713.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Biblical Mint,EO,2400.0,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Biblical Mint,PIPERITONE-OXIDE,1805.0,CC(C)C1CCC2(C)OC2C1=O
Biblical Mint,LINALOOL,1668.5,CC(C)=CCCC(C)(O)C=C
Biblical Mint|Hortela da Folha Miuda,ROSMARINIC-ACID,3600.0,[H]\C(=C(\[H])C1=CC(O)=C(O)C=C1)C(=O)OC(CC1=CC(O)=C(O)C=C1)C(O)=O
Biblical Mint|Hortela da Folha Miuda,CARVONE,1478.0,CC(=C)C1CC=C(C)C(=O)C1
Biblical Mint|Hortela da Folha Miuda,"1,8-CINEOL|1,8-CINEOLE",548.0,CC12CCC(CC1)C(C)(C)O2
Bilberry,"Sugars, total",14300.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Bilberry,TANNIN,13000.0,OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1
Bilberry,FRUCTOSE,3800.0,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
Biscuits,"Sugars, total",11650.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Bisquit,Starch (dextrins and glycogen),51000.0,OCC1OC(O)C(O)C(O)C1O
Bisquit,"Sugars, total",21600.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Bitter Melon,ALPHA-ELAEOSTEARIC-ACID,11815.1,CCCC\C=C\C=C/C=C/CCCCCCCC(O)=O
Bitter Melon,SUGARS,4000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Bitter Melon,OLEIC-ACID,3947.8,CCCCCCCC\C=C\CCCCCCCC(O)=O
Black Bean,GLUTAMIC-ACID,3497.95,N[C@@H](CCC(O)=O)C(O)=O
Black Bean,ASPARTIC-ACID,3208.5,N[C@@H](CC(O)=O)C(O)=O
Black Bean,POTASSIUM,3023.0,[K+]
Black Currant,LINOLEIC-ACID,45000.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Black Currant,GAMMA-LINOLENIC-ACID,17000.0,CCCCC\C=C/C\C=C\C\C=C/CCCCC(O)=O
Black Currant,ALPHA-LINOLENIC-ACID,12000.0,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
Black Elder,SUCROSE|SUGAR,5250.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Black Elder,RESIN,4340.0,C=O.NC(N)=O
Black Elder,DEXTROSE,2750.0,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
Black Gram,POTASSIUM,4575.0,[K+]
Black Gram,VERBASCOSE,3700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Black Gram,CALCIUM,2710.0,[Ca++]
Black Pepper,STARCH,38500.0,OCC1OC(O)C(O)C(O)C1O
Black Pepper,PIPERINE|TRANS-TRANS-PIPERINE,5350.0,O=C(\C=C\C=C\C1=CC2=C(OCO2)C=C1)N1CCCCC1
Black Pepper,EO,1800.0,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Black Walnut,TANNIN,14700.0,OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1
Black Walnut,N-HEXADECANE,7300.0,CCCCCCCCCCCCCCCC
Black Walnut,HEX-3-EN-1-OL,6200.0,CC\C=C/CCO
Black chokeberry,Cyanidin 3-O-galactoside,557.665008545,OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O
Black chokeberry,Cyanidin 3-O-arabinoside,252.76711273200002,OC[C@@H]1O[C@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O
Black chokeberry,Caffeic acid,141.13999939,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
Black crowberry,Myricetin,4.650000095,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
Black crowberry,Quercetin,0.74000001,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
Black elderberry,Cyanidin 3-O-glucoside,794.128570557,OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
Black elderberry,Cyanidin 3-O-sambubioside,462.956237793,OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O
Black elderberry,Quercetin,42.0,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
Black huckleberry,Quercetin,5.773333232000001,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
Black huckleberry,Ferulic acid,2.166666667,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
Black huckleberry,p-Coumaric acid,2.113333305,OC(=O)\C=C\C1=CC=C(O)C=C1
Black pudding (boiled),Glutamic acid,1300.0,N[C@@H](CCC(O)=O)C(O)=O
Black pudding (boiled),"C18:2, n-6",1210.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Black pudding (boiled),Glycine,990.0,NCC(O)=O
Black raspberry,Ellagic acid,38.0,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
Black raspberry,Quercetin 3-O-rutinoside,19.0,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
Blackberries,"Sugars, total",19700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Blackberries,Fructose,1950.0,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
Blackberries,Glucose (dextrose),1690.0,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
Blackberry,"Sugars, total",6400.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Blackberry,Glucose,2700.0,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
Blackberry,Fructose,2500.0,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
Blackberry juice,"Sugars, total",7700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Blackberry juice,"Potassium, K",135.0,[K+]
Blackberry juice,"Vitamin A, IU",123.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Blackcurrant,Delphinidin 3-O-rutinoside,304.91670445,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
Blackcurrant,Cyanidin 3-O-rutinoside,160.787571498,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O
Blackcurrant,Delphinidin 3-O-glucoside,86.682049888,OC[C@H]1O[C@@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O
Blended spread,"C18:1, n-9",26000.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Blended spread,"C18:2, n-6",5520.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Blended spread,"C18:3, n-3",2540.0,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
Blood sausage,Glutamic acid,2120.0,N[C@@H](CCC(O)=O)C(O)=O
Blood sausage,Leucine,1390.0,CC(C)CC(N)C(O)=O
Blood sausage,Aspartic acid,1350.0,N[C@@H](CC(O)=O)C(O)=O
Blue whiting,Sodium (Na),51.0,[Na]
Blue whiting,Cholesterol,31.0,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
Blue whiting,Calcium (Ca),24.0,[Ca++]
Blueberries,"Sugars, total",20460.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Blueberries,Glucose (dextrose),10130.0,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
Blueberries,Fructose,3350.0,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
Blueberry,POTASSIUM,336.9,[K+]
Blueberry,GLUTAMIC-ACID,311.15,N[C@@H](CCC(O)=O)C(O)=O
Blueberry,ASPARTIC-ACID,194.95,N[C@@H](CC(O)=O)C(O)=O
Bockwurst,Glutamic acid,2176.0,N[C@@H](CCC(O)=O)C(O)=O
Bockwurst,"Sugars, total",1330.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Bockwurst,Aspartic acid,1214.0,N[C@@H](CC(O)=O)C(O)=O
Bog bilberry,Quercetin,17.027500153,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
Bog bilberry,Myricetin,13.652500032999999,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
Bog bilberry,Caffeic acid,9.533333016,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
Bologna,"Sugars, total",4420.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Bologna,Glutamic acid,2718.0,N[C@@H](CCC(O)=O)C(O)=O
Bologna,"Sodium, Na",1240.0,[Na]
Bonavist Bean,GLUTAMIC-ACID,2226.75,N[C@@H](CCC(O)=O)C(O)=O
Bonavist Bean,ASPARTIC-ACID,1684.5,N[C@@H](CC(O)=O)C(O)=O
Bonavist Bean,SERINE,1383.0,NC(CO)C(O)=O
Borage,"Vitamin A, IU",4385.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Borage,"Potassium, K",491.0,[K+]
Borage,"Sodium, Na",324.0,[Na]
Bouillon,Sodium (Na),22500.0,[Na]
Bouillon,Starch (dextrins and glycogen),12000.0,OCC1OC(O)C(O)C(O)C1O
Bouillon,Glutamic acid,11400.0,N[C@@H](CCC(O)=O)C(O)=O
Boysenberries,"Sugars, total",6890.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Boysenberries,"Potassium, K",139.0,[K+]
Brandy,Alcohol (ethanol),32000.0,CCO
Brandy,Copper (Cu),0.16,[Cu]
Brandy,Zinc (Zn),0.016,[Zn]
Bratwurst,Glutamic acid,4282.0,N[C@@H](CCC(O)=O)C(O)=O
Bratwurst,Aspartic acid,2537.0,N[C@@H](CC(O)=O)C(O)=O
Bratwurst,Lysine,2460.0,NCCCC[C@H](N)C(O)=O
Braunschweiger (a liver sausage),"Vitamin A, IU",14051.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Braunschweiger (a liver sausage),"Vitamin A, RAE",4220.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Braunschweiger (a liver sausage),Glutamic acid,1631.0,N[C@@H](CCC(O)=O)C(O)=O
Brazil nuts,"C18:2, n-6",26600.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Brazil nuts,"C18:1, n-9",19500.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Brazil nuts,Glutamic acid,3300.0,N[C@@H](CCC(O)=O)C(O)=O
Brazillian Guava,SUGAR,21750.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Brazillian Guava,POTASSIUM,601.75,[K+]
Brazillian Guava,ASCORBIC-ACID,101.5,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
Brazilnut,OLEIC-ACID,30305.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Brazilnut,LINOLEIC-ACID,22726.25,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Brazilnut,LECITHIN,8250.0,CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC
Bread,Starch (dextrins and glycogen),47600.0,OCC1OC(O)C(O)C(O)C1O
Bread,Starch,36230.0,OCC1OC(O)C(O)C(O)C1O
Bread,"Sugars, total",20340.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Bread crumbs,Starch,59660.0,OCC1OC(O)C(O)C(O)C1O
Bread crumbs,"Sugars, total",6200.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Bread crumbs,Glutamic acid,4123.0,N[C@@H](CCC(O)=O)C(O)=O
Bread sticks,Glutamic acid,4026.0,N[C@@H](CCC(O)=O)C(O)=O
Bread sticks,Proline,1350.0,OC(=O)[C@@H]1CCCN1
Bread sticks,"Sugars, total",1260.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Bread stuffing,"Sugars, total",8270.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Bread-crumbs,Starch (dextrins and glycogen),65800.0,OCC1OC(O)C(O)C(O)C1O
Bread-crumbs,Sucrose,3990.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Bread-crumbs,"Sugars, total",3990.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Breadfruit,"Sugars, total",11000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Breadfruit,LINOLEIC-ACID,3763.25,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Breadfruit,GLUTAMIC-ACID,1702.5,N[C@@H](CCC(O)=O)C(O)=O
Breadnut,CALCIUM,163.1,[Ca++]
Breadnut,PHOSPHORUS,130.5,P
Breadnut,ASCORBIC-ACID,101.5,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
Breadroot,STARCH,69840.0,OCC1OC(O)C(O)C(O)C1O
Breadroot,SUGARS,5600.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Breadroot,GLUTAMIC-ACID,1231.9,N[C@@H](CCC(O)=O)C(O)=O
Breakfast bar,"Sugars, total",35100.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Breakfast bar,"Vitamin A, IU",2027.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Breakfast bar,"Vitamin A, RAE",608.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Breakfast bars,"Sugars, total",27520.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Breakfast bars,12:0,6135.0,CCCCCCCCCCCC(O)=O
Breakfast bars,8:0,1005.0,CCCCCCCC(O)=O
Breakfast cereal,"Sugars, total",11300.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Breakfast cereals,5-Heneicosylresorcinol,92.767997742,CCCCCCCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1
Breakfast cereals,5-Nonadecylresorcinol,48.312646866,CCCCCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1
